"","EUK.BLANK","EUK.ExrNTC","EUK.ExrPTC","EUK.LH.MD9.0000","EUK.LH.MD9.0250","EUK.LH.MD9.0450","EUK.LH.MD9.0700","EUK.LH.MD9.0900","EUK.LH.MD9.1150","EUK.NM.MD9.1849","EUK.NM.MD9.2050","EUK.NM.MD9.2250","EUK.NM.MD9.2450","EUK.NM.MD9.2650","EUK.TubNTC","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_9975",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9975","Low","314089","Eukaryota","Arthropoda","Malacostraca","Tanaidacea","Paratanaidae","Paratanais","Paratanais malignus"
"ASV_9976",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9976","Low","2588357","Eukaryota","Endomyxa","","Vampyrellida","Vampyrellidae","","Vampyrellidae sp."
"ASV_9977",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9978",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9979",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9980",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9981",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9982",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9983",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9984",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9985",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9985","Low","2583243","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora sp. HM134"
"ASV_9986",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9986","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_9987",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9987","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9988",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9988","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9989",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9990",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9991",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9991","High-MH","None","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto",NA
"ASV_9992",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9993",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9994",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9995",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9996",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9997",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9998",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9999",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10000",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10001",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10002",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10003",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10004",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10005",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10006",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_10006","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10007",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10008",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_10008","Low","959","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Bdellovibrio","Bdellovibrio bacteriovorus"
"ASV_10009",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_10009","Low","180228","Eukaryota","Discosea","Flabellinia","Dactylopodida","Paramoebidae","Paramoeba","Paramoeba pemaquidensis"
"ASV_10010",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10011",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10012",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_10012","High","690716","Eukaryota","Ciliophora","Spirotrichea","","Strombidiidae","Novistrombidium","Novistrombidium orientale"
"ASV_10013",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10014",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10015",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10016",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10017",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10018",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10019",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10020",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10021",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10022",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10024",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10025",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10026",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_10026","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10027",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_10027","Low","2806251","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis sp. BM-2018"
"ASV_10028",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10029",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10030",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_10030","Low","2026803","Archaea","Candidatus Woesearchaeota","","","","","Candidatus Woesearchaeota archaeon"
"ASV_10031",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_10031","Low","1707966","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Racemicystis","Racemicystis crocea"
"ASV_10032",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10033",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10034",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10035",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10036",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10037",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10038",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10039",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10040",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_10040","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10041",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10042",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10043",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10044",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10045",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10046",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10047",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10048",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_10048","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10049",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10050",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10051",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_10051","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10052",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_10052","Low","2886196","Bacteria","Lentisphaerota","","","","","Lentisphaerae bacterium WC36"
"ASV_10053",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10054",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10055",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10055","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10056",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10056","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10057",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10057","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10058",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10058","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10059",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10059","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_10060",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10060","Low","2806251","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis sp. BM-2018"
"ASV_10061",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10061","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_10062",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10063",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10064",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10065",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10066",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10067",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_10067","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10068",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10069",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10070",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10071",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10072",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10073",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10074",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10075",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10076",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10077",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10078",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10079",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10079","Low","2867024","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. W002"
"ASV_10080",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10081",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10082",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10083",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10084",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10085",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10086",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10087",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10087","Low","2819933","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. 15MV"
"ASV_10088",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10088","High-MH","None","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA
"ASV_10089",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10089","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10090",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10091",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10091","Low","1982032","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp."
"ASV_10092",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10092","Low","1077153","Eukaryota","Discosea","Flabellinia","Dactylopodida","Paramoebidae","Paramoeba","Paramoeba atlantica"
"ASV_10093",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_10093","Low","2026780","Bacteria","Planctomycetota","","","","","Planctomycetota bacterium"
"ASV_10094",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10094","Low","1869227","Bacteria","","","","","","bacterium"
"ASV_10095",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10095","Low","192812","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Qipengyuania","Qipengyuania flava"
"ASV_10096",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10096","Low","288004","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Beggiatoa","Beggiatoa leptomitoformis"
"ASV_10097",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10097","Low","1742923","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermostilla","Thermostilla marina"
"ASV_10098",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10098","Low","1619076","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWE2_42_60"
"ASV_10099",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10099","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10100",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10100","Low","1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera","Anaerohalosphaera lusitana"
"ASV_10101",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10101","Low","1619072","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWA2_36_9"
"ASV_10102",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10102","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10103",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10103","Low","2200936","Eukaryota","Haptophyta","","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina sp."
"ASV_10104",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10104","Low","2026786","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","","","Rhodospirillales bacterium"
"ASV_10105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10106",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10106","Low","2268987","Eukaryota","Chytridiomycota","Chytridiomycetes","Lobulomycetales","Lobulomycetaceae","","[Zygorhizidium] affluens"
"ASV_10107",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10108",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10108","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10109",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_10110",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10110","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10111",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10111","Low","2026780","Bacteria","Planctomycetota","","","","","Planctomycetota bacterium"
"ASV_10112",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10112","High","1869227","Bacteria","","","","","","bacterium"
"ASV_10113",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10113","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"ASV_10114",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10114","Low","763493","Eukaryota","Cercozoa","Thecofilosea","","","Mataza","Mataza hastifera"
"ASV_10115",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10115","High-MH","None","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","",NA,NA
"ASV_10116",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10116","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10117",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10117","Low","1906667","Archaea","Candidatus Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","","","Methanomassiliicoccales archaeon"
"ASV_10118",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10118","Low","1043735","Eukaryota","Cercozoa","","Cercomonadida","Cercomonadidae","Eocercomonas","Eocercomonas exploratorii"
"ASV_10119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10119","Low","1632579","Bacteria","","","","","","bacterium YC-ZSS-LKJ182"
"ASV_10120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10120","High-MH","None","Eukaryota","Annelida","Polychaeta","Terebellida","Pectinariidae","Pectinaria",NA
"ASV_10121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_10121","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10122",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"ASV_10122","Low","2969666","Eukaryota","","Dinophyceae","","","","Dinophyceae sp. ECooney-2022a"
"ASV_10123",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_10123","Low","2527984","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Bremerella","Bremerella volcania"
"ASV_10124",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_10124","Low","2528020","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Poriferisphaera","Poriferisphaera corsica"
"ASV_10125",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_10125","Low","2589121","Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","","","Eucoccidiorida sp. Okushiri-2009"
"ASV_10126",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_10126","Low","1562708","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Parasagitta","Parasagitta elegans"
"ASV_10127",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_10127","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10128",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10128","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10129",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10129","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10130",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10130","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10131",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10131","Low","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_10132",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10132","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10133",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10133","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10134",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10134","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10135",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10135","Low","375454","Eukaryota","","Raphidophyceae","Chattonellales","Vacuolariaceae","Gonyostomum","Gonyostomum semen"
"ASV_10136",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10136","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10137",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10137","Low","2950228",NA,NA,NA,NA,NA,NA,NA
"ASV_10138",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10138","High-MH","None","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Obeliidae","Obelia",NA
"ASV_10139",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10139","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10140",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10140","Low","2795626","Eukaryota","","Bigyra","Thraustochytrida","Thraustochytriaceae","Phycophthorum","Phycophthorum isakeiti"
"ASV_10141",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10141","Low","2023695","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Lacrymaria","Lacrymaria maurea"
"ASV_10142",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10142","Low","407301","Eukaryota","","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium veneficum"
"ASV_10143",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10143","Low","2588357","Eukaryota","Endomyxa","","Vampyrellida","Vampyrellidae","","Vampyrellidae sp."
"ASV_10144",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10144","Low","2070710","Eukaryota","Cercozoa","","Cercomonadida","Cercomonadidae","Neocercomonas","Neocercomonas sp."
"ASV_10145",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_10145","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_10146",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_10146","High","363721","Eukaryota","Annelida","Polychaeta","Terebellida","Pectinariidae","Pectinaria","Pectinaria koreni"
